,Home,Away,W_PCT,REB,TOV,PLUS_MINUS,OFF_RATING,DEF_RATING,TS_PCT,Result,Date
24,Miami Heat,Washington Wizards,1.0922977279748616,-1.8295486369149327,0.4833603117579467,1.7283747138231638,0.9059729923837416,-0.9030461237105031,1.911409637707748,1,11/03/2013
25,Detroit Pistons,Boston Celtics,1.640086678640933,-0.8791337605954868,-0.6847604416570892,1.6828911687225543,1.617808914970969,-0.2952266173668956,0.7909281259480323,1,11/03/2013
26,Oklahoma City Thunder,Phoenix Suns,-1.6400866786409334,-1.3068204549392384,0.28196018185880267,-2.5015949805335267,-1.5530965583721292,0.9377786669301382,-0.681076997344141,1,11/03/2013
27,Philadelphia 76ers,Golden State Warriors,1.1276443155657487,0.13198066532034436,-0.6656415433437349,-0.8202966939343396,-0.20104530295072265,0.7727176563859173,-1.1688032844821408,0,11/04/2013
28,Los Angeles Clippers,Houston Rockets,-1.1276443155657487,-2.164482911253649,-1.3682631724287877,-1.3215891180053247,1.2397793681961216,3.150310445265659,0.06875313438130237,1,11/04/2013
29,Cleveland Cavaliers,Minnesota Timberwolves,-2.2586749503974612,0.26396133064068883,0.8875220577916458,-2.5368434793895314,-2.630342713605283,0.3368256450912974,-2.0625940314390707,1,11/04/2013
30,Memphis Grizzlies,Boston Celtics,1.127644315565749,0.3167535967688273,-1.8490042870659296,0.4405297060017749,1.4743322216386316,1.1689831211992074,0.11458855730217067,1,11/04/2013
31,New York Knicks,Charlotte Bobcats,0.0,0.8108142146541926,1.757170769831756,1.4400102317952277,0.6070027699462911,-0.7617582976785088,1.3751707527033166,0,11/05/2013
32,Brooklyn Nets,Utah Jazz,1.2760139652839897,-1.5675741483314383,-1.532851097087276,-0.40449725612225496,0.4101370067204667,0.9570809381088962,0.6384721351836833,1,11/05/2013
33,Detroit Pistons,Indiana Pacers,-1.2760139652839897,-0.7567599336772457,-0.33647950911671876,-0.7280950610200587,0.9023014147850268,1.8165005560026013,-0.12278310291993916,0,11/05/2013
34,Portland Trail Blazers,Houston Rockets,-0.3180455228785919,-0.6216242312348801,-2.430129788065195,0.14561901220401174,0.22967672376346004,0.05859679212911839,-1.006821443943498,0,11/05/2013
35,Dallas Mavericks,Los Angeles Lakers,0.6399229195268058,-1.2432484624697624,-0.14954644849631982,1.569449353754349,1.6241425466130492,0.07812905617215599,1.3260575115353421,1,11/05/2013
36,Sacramento Kings,Atlanta Hawks,0.0,1.2973027434467073,0.0,-0.8413542927342903,-0.42654248698928443,0.29298396064558097,-1.497953855623257,0,11/05/2013
37,Denver Nuggets,San Antonio Spurs,-2.555859804337601,2.000008396147008,-0.29909289699263963,-1.6179890244890198,-0.7710575726344756,0.9766132021519365,-1.596180337959207,0,11/05/2013
38,Toronto Raptors,Miami Heat,0.6399229195268058,4.8919124284136295,-0.822505466729758,-0.37213747563247457,-1.492898704462498,-1.2110003706684018,-2.873124608326572,0,11/05/2013
39,New Orleans Pelicans,Phoenix Suns,-1.2798458390536114,-0.29729854537320427,-1.5702377092113564,-0.7280950610200588,0.2296767237634623,1.1524035785392834,-0.5648022734317198,0,11/05/2013
40,Philadelphia 76ers,Washington Wizards,2.8111677146662633,-0.06201719593875227,-0.34571792852428307,1.3494969874893157,-0.11505899047947649,-1.731727477104276,0.3914968132289108,0,11/06/2013
41,San Antonio Spurs,Phoenix Suns,0.0,-1.2093353208056539,-2.117522312211231,-0.1810300836875911,0.13149598911940336,0.4631364182953287,-0.23489808793734646,1,11/06/2013
42,Boston Celtics,Utah Jazz,0.0,-1.8915244761319179,0.9075095623762415,0.08228640167617796,0.016436998639924427,0.04027273202568138,1.3310891649782965,1,11/06/2013
43,Orlando Magic,Los Angeles Clippers,-0.9370559048887545,2.263627651764425,0.950724303441778,0.0,-2.43267579870897,-2.819091241797656,-1.6964861906586106,1,11/06/2013
44,Milwaukee Bucks,Cleveland Cavaliers,-0.625953344465688,-2.170601857856299,-1.0803685266383836,0.2797737656990044,1.2327748979944109,1.0470910326677014,1.2005902272353264,1,11/06/2013
45,Indiana Pacers,Chicago Bulls,2.500065154243197,-0.682189155326264,0.43214741065535356,2.452134769950098,0.34517697143843407,-2.396227555528006,1.5398874653670462,1,11/06/2013
46,Minnesota Timberwolves,Golden State Warriors,0.0,0.27907738172438307,-1.7285896426214147,-0.7241203347503642,-0.7396649387966465,-0.16109092810272552,-2.348980879373462,0,11/06/2013
47,Memphis Grizzlies,New Orleans Pelicans,0.9370559048887545,-0.21706018578563074,1.382871714097131,0.04937184100570674,0.5095469578376912,0.46313641829532864,0.7829936264578216,0,11/06/2013
48,Oklahoma City Thunder,Dallas Mavericks,-0.3111025604230664,-0.4961375675100116,1.1235832677039195,-1.77738627620544,-2.8436007647071073,-1.3491365228603074,-1.905284491047363,1,11/06/2013
49,Charlotte Bobcats,Toronto Raptors,0.0,-2.0155588680094203,-0.12964422319660635,-0.8722358577674844,-0.9697829197556042,-0.18122729411556476,-0.7568938389092275,1,11/06/2013
50,Houston Rockets,Los Angeles Lakers,1.7310717604277075,1.1911813981278245,2.1538867790404215,2.4717343729309293,2.236558812289643,-0.612015578743796,2.6693065306068435,0,11/07/2013
51,Miami Heat,Los Angeles Clippers,0.0,-2.060421877842726,1.3578851433080923,0.34031125424411335,-0.5896382323309071,-1.0340952882222751,1.1696961201535618,1,11/07/2013
52,Denver Nuggets,Atlanta Hawks,-2.1638397005346346,2.8652741738750405,0.8896488869949579,-1.5761784407095776,-1.7485823441537198,-0.08441594189569701,-2.339392240307124,1,11/07/2013
53,Philadelphia 76ers,Cleveland Cavaliers,0.9415762514508392,-0.4966217142667669,0.9084930932119977,0.09385164971150006,1.1725698530434905,1.0146579731678127,1.783611455554423,1,11/08/2013
54,San Antonio Spurs,Golden State Warriors,0.0,-0.6952703999734741,-2.48640214984336,-1.745640684633899,-0.89028451805154,1.12035151203946,-2.1727630458572023,1,11/08/2013
55,Chicago Bulls,Utah Jazz,1.1769703143135495,0.26486491427561054,-0.6694159634193653,0.15016263953840014,0.4342851307568478,0.1902483699689662,0.3891515903027831,1,11/08/2013
56,Phoenix Suns,Denver Nuggets,1.6477584400389689,-0.8277028571112781,1.1953856489631534,1.5767077151531994,0.043428513075685404,-1.5854030830747083,1.1674547709083494,1,11/08/2013
57,Orlando Magic,Boston Celtics,1.883152502901679,2.1851355427737746,-1.8648016123825186,2.083506623595299,1.7588547795652325,-0.8032708954245185,0.551298086262276,0,11/08/2013
58,Detroit Pistons,Oklahoma City Thunder,-1.1769703143135495,0.33108114284451123,0.38252340766820936,0.26278461919219986,1.0422843138164342,0.5707451099068956,0.09728789757569578,0,11/08/2013
59,Portland Trail Blazers,Sacramento Kings,1.1769703143135493,-0.4966217142667668,-0.9563085191705228,0.9948274869418995,1.6068549838003383,0.3170806166149418,0.9404496765650592,1,11/08/2013
60,Indiana Pacers,Toronto Raptors,2.824728754352518,-0.43040548569786363,1.6257244825898898,2.4026022326143988,-0.347428104605477,-3.086251335052098,1.2323133692921466,1,11/08/2013
61,Minnesota Timberwolves,Dallas Mavericks,0.0,0.0,0.1912617038341039,0.03754065988459998,-1.8891403187922857,-1.9024836996896501,-1.8160407547463213,1,11/08/2013
62,Washington Wizards,Brooklyn Nets,-1.1769703143135493,0.23175679999115884,0.5259696855437873,-0.28155494913449985,0.9988558007407489,1.289461174234098,0.19457579515139156,1,11/08/2013
63,New Orleans Pelicans,Los Angeles Lakers,-0.47078812572541967,-0.06621622856890319,-0.47815425958526137,1.4453154055570994,0.7817132353623248,-0.6552999410042146,0.25943439353518877,1,11/08/2013
64,Charlotte Bobcats,New York Knicks,1.6477584400389689,0.8608109713957297,-1.1475702230046274,-0.46925824855749976,0.2822853349919535,0.6341612332298834,-0.7458738814136678,0,11/08/2013
65,Brooklyn Nets,Indiana Pacers,-2.92973903721856,-1.7575246186417806,-1.281881766776561,-2.589544130427686,-0.3843117474140875,2.5226666794546913,-0.6370693908544985,0,11/09/2013
66,Cleveland Cavaliers,Philadelphia 76ers,-1.6308880640516652,0.19528051318242062,-1.1280559547633733,-1.0662828772349295,-1.558597642290468,-0.3098011711611004,-2.102328989819845,1,11/09/2013
67,Houston Rockets,Los Angeles Clippers,0.8154440320258327,1.5622441054593623,1.5895333908029365,0.43793761029291745,-1.00348067380345,-1.6596491312201909,0.2229742867990745,0,11/09/2013
68,Miami Heat,Boston Celtics,1.6308880640516652,-2.6362869279626695,-0.8716796014080629,1.6565466128471227,3.3093511582879813,1.2834619948102803,3.217200423815214,0,11/09/2013
69,Milwaukee Bucks,Dallas Mavericks,0.0,-0.5207480351531206,0.15382581201318768,-0.3998560789630986,-0.9394287159011057,-0.5753450321563347,-0.44594857359814905,0,11/09/2013
70,Atlanta Hawks,Orlando Magic,-0.4882898395364266,-3.0593947065245812,-2.204836638855684,-1.0662828772349295,0.6832208842917128,2.0800935777959735,0.6052159213117736,1,11/09/2013
71,Sacramento Kings,Portland Trail Blazers,-1.9531593581457067,-0.7160285483355413,0.2051010826842501,-1.8659950351611267,-1.8575067791680933,0.3319298262440381,-1.337845720794447,0,11/09/2013
72,Toronto Raptors,Utah Jazz,1.6260051656563008,1.2367765834886595,-1.8971850148293117,1.8088727381663983,2.4126237476551085,0.44257310165871755,1.3378457207944452,1,11/09/2013
73,Memphis Grizzlies,Golden State Warriors,-1.3037338715622593,-0.8787623093208914,-0.5127527067106245,-2.8941963810662372,-0.10675326317058005,3.208654987025702,-1.4971130685080682,1,11/09/2013
74,Los Angeles Lakers,Minnesota Timberwolves,-1.2118839553962348,0.9135183609576248,0.2171640458073053,-2.3189447204465785,-1.0811069888794074,1.609114068941759,-0.4219796783953198,0,11/10/2013
75,New York Knicks,San Antonio Spurs,-2.2048140869183595,-0.21081192945175753,1.4115662977474823,-0.4797816662992921,0.24775368495153222,0.9302690711069543,0.03516497319960998,0,11/10/2013
76,Phoenix Suns,New Orleans Pelicans,0.8503555485343328,-0.14054128630117502,2.4430955153321827,0.2198999303871756,-0.09009224907328502,-0.4525633318898685,1.1956090887867394,1,11/10/2013
77,Oklahoma City Thunder,Washington Wizards,2.036779756968462,1.651360114038781,0.32574606871095657,0.9595633325985842,-0.585599618976343,-1.8605381422139047,-0.07032994639921997,1,11/10/2013
78,Philadelphia 76ers,San Antonio Spurs,-1.3819448381546366,0.034529534743450246,2.3142659050600134,-1.4762951720174011,-0.044839800276553245,1.6997167374803295,0.20858667152587734,0,11/11/2013
79,Chicago Bulls,Cleveland Cavaliers,-0.14012727379889656,1.1740041812772912,2.038758059219536,0.645879137757613,0.20177910124448806,-0.924845871864298,0.9386400218664482,1,11/11/2013
80,Boston Celtics,Orlando Magic,0.0,-1.622888132942137,0.606117260849052,-1.0703139997126159,-0.4708179029038011,1.1498083812366926,-0.3128800072888161,1,11/11/2013
81,Los Angeles Clippers,Minnesota Timberwolves,-0.6909724190773183,-0.3107658126910473,-0.2755078458404778,-0.5905180688069606,2.0402109125831456,3.0994834624641294,1.5991644816983894,1,11/11/2013
82,Houston Rockets,Toronto Raptors,0.6861404441187355,-0.7941792990993458,1.5428439367066766,0.018453689650217542,0.17935920110620984,0.09998333749884436,1.7729867079699537,1,11/11/2013
83,Portland Trail Blazers,Detroit Pistons,1.2901373139415664,0.8977679033296941,-2.0387580592195356,0.645879137757613,1.1209950069138153,0.4999166874942148,0.5562311240690063,1,11/11/2013
84,Utah Jazz,Denver Nuggets,-0.9663949917165293,0.1381181389737985,1.8734533517152487,-1.2548508962147908,-1.5918129098176164,0.04999166874942218,-1.4601067006811417,0,11/11/2013
85,Indiana Pacers,Memphis Grizzlies,2.4159874792913225,1.830065341402836,0.16530470750428516,2.1221743097750143,-0.24661890152104127,-2.8995167874664443,0.0,1,11/11/2013
86,Charlotte Bobcats,Atlanta Hawks,0.0,1.38118138973799,1.1020313833619115,-1.328665654815661,-1.3900338085731314,0.04999166874941863,-1.8077511532242707,0,11/11/2013
87,Golden State Warriors,Detroit Pistons,1.1477614797130462,-0.27579893799731886,1.7480681717783146,1.2629761251453462,-0.9494773668963081,-2.734487966109762,1.6163050895822666,1,11/12/2013
88,Los Angeles Lakers,New Orleans Pelicans,-0.2604164701869937,-0.13789946899865946,0.8438949794791848,-1.8855699896536149,-1.220756614580965,1.0887313198399975,-0.5158420498666821,1,11/12/2013
89,Miami Heat,Milwaukee Bucks,0.8246521555921464,-1.999542300480568,-0.06027821281994268,1.1918225406301155,2.735399080820317,1.190008651918138,2.751157599288967,1,11/12/2013
90,Dallas Mavericks,Washington Wizards,1.1477614797130462,1.0687208847396148,0.18083463845982378,0.7826894296675384,0.5651650993430402,-0.5063866603906968,0.6533999298311306,1,11/12/2013
91,Philadelphia 76ers,Houston Rockets,-0.5835402040761589,-1.2649792782133378,-0.5889501606106231,-1.0911619081654114,-0.8826660930270935,0.5594886738198118,-0.9627394941446206,1,11/13/2013
92,San Antonio Spurs,Washington Wizards,2.749641441606861,1.475809157915561,-1.4723754015265589,2.113043695177463,0.22632463923771598,-2.7465807623881626,0.23238539513835757,1,11/13/2013
93,Boston Celtics,Charlotte Bobcats,0.3314508359152583,-0.5973513258229632,1.7668504818318693,1.0392018173003919,0.678973917713148,-0.40690085368713386,1.3611144572389515,0,11/13/2013
94,Los Angeles Clippers,Oklahoma City Thunder,-0.9710108995827285,-1.2649792782133353,-1.00121527303806,0.1905203331717385,2.217981464529616,2.288817301990136,1.2615207164653661,1,11/13/2013
95,Orlando Magic,Milwaukee Bucks,0.19606950856958938,2.4245436165755625,0.47116012848849886,1.1604420293187707,0.49791420632297584,-1.1952712577059608,-0.033197913591193944,1,11/13/2013
96,Portland Trail Blazers,Phoenix Suns,0.0,0.5622130125392615,-2.06132556213718,-0.05196009086501974,1.9237594335205859,2.0345042684356764,0.0663958271823879,1,11/13/2013
97,Utah Jazz,New Orleans Pelicans,-1.7506206122284769,0.28110650626963196,2.9447508030531164,-2.251603937484182,-2.0369217531394437,0.8646643140851639,-1.1951248892829818,1,11/13/2013
98,Atlanta Hawks,New York Knicks,1.1110605485610063,0.14055325313481482,-1.2956903533433715,1.3509623624905094,1.471110155045154,-0.20345042684356693,1.3611144572389515,0,11/13/2013
99,Sacramento Kings,Brooklyn Nets,-0.7749413910131393,-0.5622130125392614,-1.7668504818318704,-0.9699216961470325,-0.11316231961885798,1.2969964711277424,-0.8631457533710425,1,11/13/2013
100,Denver Nuggets,Los Angeles Lakers,-0.5181837012196291,0.2459681929859252,0.11779003212212422,0.5542409692268756,0.5431791341705197,-0.25431303355445956,0.1991874815471637,1,11/13/2013
101,Minnesota Timberwolves,Cleveland Cavaliers,1.1670804081523178,-0.24596819298592515,-0.8245302248548726,2.130363725465803,1.8105971139017278,-1.2207025610614053,1.228322802874176,1,11/13/2013
102,Memphis Grizzlies,Toronto Raptors,0.2520893681609006,-2.283990363440748,1.2956903533433715,-0.7274412721102742,-0.27158956708525983,0.7120764939524861,1.128729062100594,0,11/13/2013
103,Golden State Warriors,Oklahoma City Thunder,-0.4504850049953316,-0.5818060229896842,1.2275994114297215,1.182408528804602,0.27036430419152907,-1.3408061202224026,1.648835254382472,1,11/14/2013
104,New York Knicks,Houston Rockets,-0.64282691724053,-2.399949844832446,-2.6225987425998554,-0.935338089949909,-1.2780858016326737,0.0773541992435994,-1.8944064624819899,0,11/14/2013
105,Los Angeles Lakers,Memphis Grizzlies,0.12658627266525974,1.6503213738525857,-0.9686558626313605,-0.24844246442468276,-0.7092862064853565,-0.4776856766940733,-0.8016881741608671,0,11/15/2013
106,Phoenix Suns,Brooklyn Nets,1.7165098573409205,0.17938275802745518,0.6267773228791134,1.650367799392535,0.5380791911268219,-1.7780522410279431,0.7668321665886555,0,11/15/2013
107,Boston Celtics,Portland Trail Blazers,-1.5494159774227776,-1.39918551261415,1.7663724553865965,-0.8163109545382432,-1.809902733790218,-0.5042237698437463,-0.4879841060109626,0,11/15/2013
108,Cleveland Cavaliers,Charlotte Bobcats,-0.8455963014039343,-0.5022717224768739,0.7977165927552379,-0.7808191739061455,-0.6603699163829175,0.7430666081907848,-0.17428003786105806,0,11/15/2013
109,Miami Heat,Dallas Mavericks,0.0,-2.511358612384372,0.11395951325074972,0.6388520513777556,1.638695718431683,0.6634523287417695,2.1262164619049044,1,11/15/2013
110,Utah Jazz,San Antonio Spurs,-3.93936480534288,-0.25113586123843823,3.076906857770198,-3.886349979214679,-2.176774909558505,3.2376473642598356,-2.021648439188273,0,11/15/2013
111,Indiana Pacers,Milwaukee Bucks,3.6153039473198145,2.906000680044774,0.5128178096283655,2.9990554634122417,1.0517002372024224,-3.1580330848108247,0.5228401135831742,1,11/15/2013
112,Atlanta Hawks,Philadelphia 76ers,-0.28355325077018184,-0.6816544805043292,-1.9942914818880908,0.7985650642221945,0.6114536262804785,-0.26538093149670783,0.48798410601096254,1,11/15/2013
113,Sacramento Kings,Detroit Pistons,0.0,-0.0717531032109805,-1.7093926987612227,-0.1064753418962926,-0.7337443515365742,-0.6369142355920964,-0.4182720908665393,0,11/15/2013
114,Denver Nuggets,Minnesota Timberwolves,-1.205101315773272,1.2915558577976778,0.22791902650149642,-1.5616383478122915,-1.0272420921512047,1.2472903780345272,-0.8714001893052903,1,11/15/2013
115,Toronto Raptors,Chicago Bulls,-0.2835532507701815,-0.17938275802745518,-2.0512712385134657,0.2129506837925852,1.369656122868274,1.1942141917351852,0.10456802271663479,0,11/15/2013
116,Golden State Warriors,Utah Jazz,2.8709422721327407,-1.2269611418804989,-0.6094100750259006,3.2839857737517795,2.6284631147734445,-1.9046254515949221,3.4498745257773367,1,11/16/2013
117,Chicago Bulls,Indiana Pacers,-2.172194417539587,0.10826127722474888,0.3656460450155392,-1.6854318521371567,-1.220357874716244,0.965358105602907,-1.2605310767263358,1,11/16/2013
118,New York Knicks,Atlanta Hawks,-0.9164736353721802,-0.6856547557567518,-0.12188201500517981,-1.1294130967929399,-0.9152684060371805,0.521815192217787,-1.3268748176066691,0,11/16/2013
119,Los Angeles Clippers,Brooklyn Nets,1.4785099531971082,-0.3608709240824999,0.060941007502590905,1.5116759910920887,2.9335525834525082,1.0436303844355739,1.6917653924484997,1,11/16/2013
120,Orlando Magic,Dallas Mavericks,-0.5670997080756033,1.7682675280042512,0.42658705251812995,-0.24325820546309476,-1.149952612713381,-0.9653581056029068,-1.1278435949656653,0,11/16/2013
121,Houston Rockets,Denver Nuggets,0.5063390250675026,-0.3247838316742494,2.3157582850984215,0.2780093776721083,0.6336473580257423,0.3391798749415609,1.7249372628886663,1,11/16/2013
122,Milwaukee Bucks,Oklahoma City Thunder,-1.898771344003135,-1.6960933431877503,-0.18282302250777072,-1.5811783355101163,-1.4785105020600633,0.8088135479375684,-1.0283279836451686,0,11/16/2013
123,Minnesota Timberwolves,Boston Celtics,1.0126780501350052,0.6856547557567492,-1.6454072025699311,1.6333050938236364,1.4550420813924414,-0.9392673459920152,0.2985468339615006,1,11/16/2013
124,Washington Wizards,Cleveland Cavaliers,-0.2531695125337512,-1.046525679839249,-0.42658705251813,0.7819013747028051,1.3611683987219632,0.20872607688711775,1.2273592062861691,0,11/16/2013
125,Charlotte Bobcats,Miami Heat,-0.5620363178249279,3.6808834256414995,-0.7312920900310813,-1.7896853687641974,-3.5437315208106313,-1.174084182490021,-4.279171286781505,0,11/16/2013
126,New Orleans Pelicans,Philadelphia 76ers,-0.8455861718627294,-0.21652255444950036,-1.6454072025699311,0.22588261935858794,-0.09387368267048159,-0.20872607688711403,-0.6966092792435014,1,11/16/2013
127,Los Angeles Lakers,Detroit Pistons,-0.05475493087297201,1.099887767679434,0.12397336597206965,-0.6867829282811188,-1.51248502426642,-0.7345892832264095,-0.29668248077471515,1,11/17/2013
128,Sacramento Kings,Memphis Grizzlies,-0.9656778717596868,-0.20368291994063625,-2.1695339045112267,-0.05025240938642328,0.06772321004177934,0.10882804195946949,-0.6263296816355098,0,11/17/2013
129,Toronto Raptors,Portland Trail Blazers,-1.8815785336348534,0.16294633595250851,0.061986682986034825,-0.7035337314099266,-1.196443377404779,-0.2992771153885392,-1.417482963701417,0,11/17/2013
130,Chicago Bulls,Charlotte Bobcats,0.6134807144598214,1.1490318051614485,2.1836697492461434,1.7176835721474348,1.1168499946187584,-1.5044468024204272,1.385187114575209,1,11/18/2013
131,Brooklyn Nets,Portland Trail Blazers,-2.291963949221893,-0.943847554239764,0.12131498606922969,-1.6840035021053283,-1.8918071337419755,0.5104373079640743,-1.0224000131388449,0,11/18/2013
132,Los Angeles Clippers,Memphis Grizzlies,0.9815691431357141,0.041036850184335144,-0.5459174373115347,1.1788024514737299,2.347664274402693,0.9940094944563529,1.2862451778198334,0,11/18/2013
133,Utah Jazz,Golden State Warriors,-2.98887804084825,0.8617738538710877,0.7278899164153805,-3.3511669691896033,-2.6211785587991234,2.1223445962716725,-3.331045204097523,0,11/18/2013
134,Dallas Mavericks,Philadelphia 76ers,0.7116376287733928,-0.8207370036867497,-0.42460245124230506,1.5829632919790089,1.139642851651793,-0.9940094944563529,1.1213419498942132,1,11/18/2013
135,Oklahoma City Thunder,Denver Nuggets,1.0944495945963215,-0.3282948014746987,1.3951223397961459,0.5388811206737051,-0.13675714219821383,-1.0208746159281448,0.8245161396281007,1,11/18/2013
136,Houston Rockets,Boston Celtics,1.2985302913734424,1.5846499736480175,0.4337995053088801,1.0409347861618252,1.8433673565064803,0.44372053519596494,1.583261029771253,1,11/19/2013
137,Miami Heat,Atlanta Hawks,0.47740084241670666,-1.8690743278925317,1.5492839475317175,0.5876244760590948,1.4387257416635952,0.46982174314867114,1.8471378680664663,1,11/19/2013
138,Detroit Pistons,New York Knicks,0.0,0.7313769109144685,0.9915417264202983,0.3525746856354569,0.8092832296857735,0.33931570338515105,0.3298460478690118,1,11/19/2013
139,Sacramento Kings,Phoenix Suns,-1.5945188136718007,-0.6501128097017517,-2.8506824634583565,-1.4102987425418276,0.022480089713492357,1.983691804405502,-1.3853534010498496,1,11/19/2013
140,Washington Wizards,Minnesota Timberwolves,-1.9764394876051659,-1.1783294675844231,0.7436562948152233,-2.1322373845572873,-1.4612058313770877,1.5660724771622399,-0.6596920957380236,1,11/19/2013
141,Philadelphia 76ers,Toronto Raptors,0.2605733932095564,-1.5216940216352348,0.7947815214931757,-0.9946650353657157,-0.3609922719727377,1.021702617445913,0.5308577020138526,0,11/20/2013
142,Golden State Warriors,Memphis Grizzlies,0.8947991993233824,-0.5346492508448135,1.0597086953242358,1.702731670710802,0.5189263909608117,-2.0165183239064013,1.4598586805380913,0,11/20/2013
143,San Antonio Spurs,Boston Celtics,2.7876436594305383,0.9459179053408197,-1.9869538037329406,2.562526870772692,1.0152907649233285,-2.8231256534689617,1.1280726167794368,1,11/20/2013
144,New York Knicks,Indiana Pacers,-2.9498874702968663,-2.508738792425656,-2.318112771021764,-2.7311141649024746,-0.8347946289369597,3.2533162292356628,-1.2607870422829,0,11/20/2013
145,Phoenix Suns,Sacramento Kings,0.9832958234322887,-0.16450746179840303,2.450576357937294,1.1632523294954984,-0.11281008499148093,-1.7207623030667933,1.2607870422829,0,11/20/2013
